Date,Close,Ticker
,AAPL,
2025-07-30,208.6107940673828,AAPL
2025-07-31,207.1339111328125,AAPL
2025-08-01,201.95480346679688,AAPL
2025-08-04,202.9227752685547,AAPL
2025-08-05,202.49366760253906,AAPL
2025-08-06,212.8019561767578,AAPL
2025-08-07,219.56771850585938,AAPL
2025-08-08,228.86813354492188,AAPL
2025-08-11,226.95997619628906,AAPL
2025-08-12,229.42758178710938,AAPL
2025-08-13,233.10403442382812,AAPL
2025-08-14,232.5545654296875,AAPL
2025-08-15,231.36570739746094,AAPL
2025-08-18,230.66639709472656,AAPL
2025-08-19,230.3367156982422,AAPL
2025-08-20,225.79110717773438,AAPL
2025-08-21,224.68218994140625,AAPL
2025-08-22,227.53941345214844,AAPL
2025-08-25,226.94000244140625,AAPL
2025-08-26,229.08792114257812,AAPL
2025-08-27,230.26678466796875,AAPL
2025-08-28,232.33477783203125,AAPL
2025-08-29,231.91517639160156,AAPL
2025-09-02,229.49752807617188,AAPL
2025-09-03,238.2390594482422,AAPL
2025-09-04,239.5477752685547,AAPL
2025-09-05,239.45787048339844,AAPL
2025-09-08,237.64962768554688,AAPL
2025-09-09,234.123046875,AAPL
2025-09-10,226.5703582763672,AAPL
2025-09-11,229.80722045898438,AAPL
2025-09-12,233.84332275390625,AAPL
2025-09-15,236.47076416015625,AAPL
2025-09-16,237.9193572998047,AAPL
2025-09-17,238.75856018066406,AAPL
2025-09-18,237.64962768554688,AAPL
2025-09-19,245.26223754882812,AAPL
2025-09-22,255.8319854736328,AAPL
2025-09-23,254.18359375,AAPL
2025-09-24,252.06564331054688,AAPL
2025-09-25,256.6212158203125,AAPL
2025-09-26,255.2126007080078,AAPL
2025-09-29,254.18359375,AAPL
2025-09-30,254.38340759277344,AAPL
2025-10-01,255.20260620117188,AAPL
2025-10-02,256.8809814453125,AAPL
2025-10-03,257.7701110839844,AAPL
2025-10-06,256.44140625,AAPL
2025-10-07,256.23162841796875,AAPL
2025-10-08,257.8100891113281,AAPL
2025-10-09,253.79396057128906,AAPL
2025-10-10,245.032470703125,AAPL
2025-10-13,247.42015075683594,AAPL
2025-10-14,247.53004455566406,AAPL
2025-10-15,249.09852600097656,AAPL
2025-10-16,247.21035766601562,AAPL
2025-10-17,252.045654296875,AAPL
2025-10-20,261.98602294921875,AAPL
2025-10-21,262.5155029296875,AAPL
2025-10-22,258.19970703125,AAPL
2025-10-23,259.3285827636719,AAPL
2025-10-24,262.56549072265625,AAPL
2025-10-27,268.5496520996094,AAPL
2025-10-28,268.7394714355469,AAPL
2025-10-29,269.4388122558594,AAPL
2025-10-30,271.13714599609375,AAPL
2025-10-31,270.108154296875,AAPL
2025-11-03,268.7894287109375,AAPL
2025-11-04,269.7784729003906,AAPL
2025-11-05,269.8783874511719,AAPL
2025-11-06,269.50872802734375,AAPL
2025-11-07,268.2099914550781,AAPL
2025-11-10,269.42999267578125,AAPL
2025-11-11,275.25,AAPL
2025-11-12,273.4700012207031,AAPL
2025-11-13,272.95001220703125,AAPL
2025-11-14,272.4100036621094,AAPL
2025-11-17,267.4599914550781,AAPL
2025-11-18,267.44000244140625,AAPL
2025-11-19,268.55999755859375,AAPL
2025-11-20,266.25,AAPL
2025-11-21,271.489990234375,AAPL
2025-11-24,275.9200134277344,AAPL
2025-11-25,276.9700012207031,AAPL
2025-11-26,277.54998779296875,AAPL
2025-11-28,278.8500061035156,AAPL
2025-12-01,283.1000061035156,AAPL
2025-12-02,286.19000244140625,AAPL
2025-12-03,284.1499938964844,AAPL
2025-12-04,280.70001220703125,AAPL
2025-12-05,278.7799987792969,AAPL
2025-12-08,277.8900146484375,AAPL
2025-12-09,277.17999267578125,AAPL
2025-12-10,278.7799987792969,AAPL
2025-12-11,278.0299987792969,AAPL
2025-12-12,278.2799987792969,AAPL
2025-12-15,274.1099853515625,AAPL
2025-12-16,274.6099853515625,AAPL
2025-12-17,271.8399963378906,AAPL
2025-12-18,272.19000244140625,AAPL
2025-12-19,273.6700134277344,AAPL
2025-12-22,270.9700012207031,AAPL
2025-12-23,272.3599853515625,AAPL
2025-12-24,273.80999755859375,AAPL
2025-12-26,273.3999938964844,AAPL
2025-12-29,273.760009765625,AAPL
2025-12-30,273.0799865722656,AAPL
2025-12-31,271.8599853515625,AAPL
2026-01-02,271.010009765625,AAPL
2026-01-05,267.260009765625,AAPL
2026-01-06,262.3599853515625,AAPL
2026-01-07,260.3299865722656,AAPL
2026-01-08,259.0400085449219,AAPL
2026-01-09,259.3699951171875,AAPL
2026-01-12,260.25,AAPL
2026-01-13,261.04998779296875,AAPL
2026-01-14,259.9599914550781,AAPL
2026-01-15,258.2099914550781,AAPL
2026-01-16,255.52999877929688,AAPL
2026-01-20,246.6999969482422,AAPL
2026-01-21,247.64999389648438,AAPL
2026-01-22,248.35000610351562,AAPL
2026-01-23,248.0399932861328,AAPL
2026-01-26,255.41000366210938,AAPL
2026-01-27,258.2699890136719,AAPL
2026-01-28,256.44000244140625,AAPL
2026-01-29,258.2799987792969,AAPL
2026-01-30,259.4800109863281,AAPL
2026-02-02,270.010009765625,AAPL
2026-02-03,269.4800109863281,AAPL
2026-02-04,276.489990234375,AAPL
2026-02-05,275.9100036621094,AAPL
2026-02-06,278.1199951171875,AAPL
